"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A33",42,"youre going to eat the dog","dog","dog","child",,,"dog","dog"
"A33",43,"eat the dogs nose","dog","dog","child",,,"dog","dog"
"A33",44,"very good",,,"child","pig",,"dog",
"A33",45,"very good","dog",,"child","pig",,"dog",
"A33",46,"and you did it again",,,"child",,,,
"A33",47,"that was very good",,,"pig","pig",,"pig",
"A33",48,"would you like to see the pig","pig","pig","child","pig",,"pig",
"A33",49,"would you like to see the pig","pig","pig","child","pig",,"pig",
"A33",50,"yes i like the pig","pig","pig","child",,,"pig","pig"
"A33",51,"i like the pig","pig","pig","child",,,"pig","pig"
"A33",52,"how about the dog","dog","dog","child","dog",,"dog",
"A33",53,"which do you like better","dog","pig dog","child","dog",,"dog",
"A33",54,"do you like the dog or the pig","dog","pig dog","child","dog",,"dog",
"A33",55,"oh you like the dog","dog","dog","child","dog",,"dog","dog"
"A33",56,"you like the pig you like them both","dog pig","pig","child",,,,"dog pig"
"A33",57,"youll take both of them",,"dog pig","child",,,,
"A33",58,"my husband would love this pig","dog","pig",,"pig",,"dog",
"A33",59,"he would adore this pig","dog","pig",,"pig",,"dog",
"A33",60,"i mean the dog is cute dont misunderstand","dog pig","dog",,"dog",,"dog",
"A33",61,"but","dog pig",,,"pig",,"dog",
"A33",62,"he does","pig","pig",,"pig",,,
"A33",63,"doo be doo be doo be doo","pig",,"child","pig",,"pig","pig"
"A33",64,"okay","dog pig",,"child","truck",,,
"A33",65,"what do you think about this big buddy","car truck","car truck","child","truck",,,
"A33",66,"youre gonna roll away here","car truck",,"child","truck",,,
"A33",67,"what do you think about this",,"car truck","child","truck",,,
"A33",68,"this is a truck",,"truck","child","truck",,,
"A33",69,"hmmm",,,"child",,,"truck","truck"
"A33",70,"maybe i can eat that too","truck","truck","child",,,"truck","truck"
"A33",71,"were into eating everything now","truck",,,,,"truck","truck"
"A33",72,"yeah","truck",,,,,"truck","truck"
"A33",73,"nontoxic paint","truck",,,,"truck","truck","truck"
"A33",74,"so its reasonably clean","truck",,,,"truck","truck","truck"
"A33",75,"just thought id ask","truck",,,,,"truck","truck"
"A33",76,"yeah","truck",,,,,"truck","truck"
"A33",77,"what do you think about the car","truck car","car","child","car",,"truck","truck"
"A33",78,"here we go","truck",,"child","child",,"truck","truck"
"A33",79,"doo be doo be doo be doo","truck car",,"child","child",,"truck","truck"
"A33",80,"you know","truck car",,"child","truck",,"truck","truck"
"A33",81,"what do you think about this","truck car","car","child","car",,"truck","truck"
"A33",82,"what do you think","truck car",,"child",,,"car truck","car"
"A33",83,"what do you think","truck car",,"child",,,"car truck","car"
"A33",84,"what about the car","truck car","car","child",,,"car","car"
"A33",85,"youre gonna eat the car too","truck car","car","child",,,"car","car"
"A33",86,"yeah","truck car",,"child",,,"car","car"
"A33",87,"youre gonna","truck car",,"child",,,"car","car"
"A33",88,"how does the wheel taste","truck car","car","child",,"car","car","car"
"A33",89,"taste good","truck car",,"child","car",,"car",
"A33",90,"see they move","truck car","truck car","car","car",,"car",
"A33",91,"see they move","truck car","truck car","car","car",,"car",
"A33",92,"see the truck","truck car","truck","truck","truck",,"truck",
"A33",93,"yeah","truck",,"truck","truck",,"truck",
"A33",94,"doo be doo be doo be doo",,,"car","car",,,
"A33",95,"were talking",,,"car","car",,,
"A33",96,"wow",,,"child",,,"mom",
"A33",97,"very good",,,"child",,,"mom",
"A33",98,"there","car",,"child","car",,"car",
"A33",99,"would you like the tire","car","car","child","car",,"car","car"
"A33",100,"he says only if i can eat it","car","car","child",,,"car","car"
"A33",101,"what do you think about the truck","car truck","truck","child","truck",,"car","car"
"A33",102,"see the truck","car truck","truck","child","truck",,"car truck","car"
"A33",103,"say we have a car","car","car","child","truck",,"car","car"
"A33",104,"you ride in the car all of the time but its not like that car","car","car","child",,"car","car","car"
"A33",105,"no its not like that car at all",,"car","child",,,"car","car"
"A33",106,"that cars red","car","car","child","car",,"car",
"A33",107,"our car is blue","car","car","child","car",,"car",
"A33",108,"yes","car",,"child","car",,"car","car"
"A33",109,"see","car",,"child","car",,"car","car"
"A33",110,"and brown","car",,"child","car",,"car","car"
"A33",111,"besides we have a van","car",,"child","car",,"car","car"
"A33",112,"now heres the truck","car truck","truck","child","truck",,"car","car"
"A33",113,"the montgomery school house of vermont","car truck",,"truck","truck",,"car","car"
"A33",114,"see it says teddy bears","car truck","truck","child","truck",,"car truck","car"
"A33",115,"see like cal bear","car truck",,"child","truck",,"car truck","car"
"A33",116,"uh huh","truck car",,"child","truck",,"truck",
"A33",117,"like cal bear","truck car",,"child","truck",,"truck",
"A33",118,"oh sorry","truck car",,"child","truck",,"truck",
"A33",119,"stanford study",,,"child","truck",,"truck",
"A33",120,"maybe we should have called him cardinal",,,"child",,,"mom",
"A33",121,"maybe we should have called him cardinal",,,"child",,,"mom",
"A33",122,"but his names cal",,,"child","car",,"mom",
"A33",123,"thats right","car",,"child","car",,"mom",
"A33",124,"uh everything","car",,"child",,,"car","car"
"A33",125,"it doesnt really matter what it is","car",,"child","truck",,"car","car"
"A33",126,"in the mouth mmm hmm","car",,"child","truck",,"car","car"
"A33",127,"it goes in the mouth you know","car",,"child","truck",,"car","car"
"A33",128,"it goes in the mouth","car",,"child","truck",,"car","car"
"A33",129,"mmm hmm","car",,"child","truck",,"car","car"
"A33",130,"do you think you like that","car","car","child","truck",,"car","car"
"A33",131,"thats kind of heavy","car","car","child","car",,"car",
"A33",132,"i dont want you to hit yourself with it","car","car","child","car",,,
"A33",133,"no","truck",,"child","truck",,"truck",
"A33",134,"uhuh","truck",,"child","truck",,"truck",
"A33",135,"here","truck",,"child","truck",,"truck",
"A33",136,"yeah","truck",,"child","truck",,"truck",
"A33",137,"yeah","truck",,"child","truck",,"truck",
"A33",138,"lets see what the green truck tastes like","truck","truck","child","truck",,"truck","truck"
"A33",139,"yeah","truck",,"child","truck",,"truck","truck"
"A33",140,"mhmm","truck",,"child","truck",,"truck","truck"
"A33",141,"yeah okay","truck",,"child",,,"truck","truck"
"A33",142,"alright","truck",,"child",,,"truck","truck"
"A33",143,"alright","truck",,"child",,,"truck","truck"
"A33",144,"does it taste good","truck","truck","child",,,"truck","truck"
"A33",145,"it does","truck","truck","child",,,"truck","truck"
"A33",146,"does it just taste wonderful","truck","truck","child",,,"truck","truck"
"A33",147,"yeah","truck",,"child",,,"truck","truck"
"A33",148,"tst tst tst","truck",,"child","child",,"truck","truck"
"A33",149,"if you had a choice what would you choose the truck or the car","car truck","car truck","child","car",,"truck","truck"
"A33",150,"well i dont know whatevers in my hand","truck car",,"child","car",,"truck","truck"
"A33",151,"ill take them both","truck car","truck car","child","car",,"car truck","car truck"
"A33",152,"i like this truck","truck","truck","child","car",,"truck","truck"
"A33",153,"they can leave the truck and the pig right","truck","truck pig","child","car",,"truck","truck"
"A33",154,"take the car and the dog","truck","car dog","child","car",,"truck","truck"
"A33",155,"oh the dogs nice too","truck","dog","child","car child",,"truck","truck"
