"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A38",34,"nah","car truck",,"child",,,"truck",
"A38",35,"vroom vroom vroom vroom vroom vroom","car truck",,"truck","child",,,
"A38",36,"he arches his back he usually wants to sit up","car truck",,"truck","child truck",,"truck",
"A38",37,"oh oh","car truck",,"truck","child truck",,"truck",
"A38",38,"do you want to play with this one","car truck","car","car","car truck",,"truck",
"A38",39,"mommys not gonna let you chew on this one though no","car truck","car","child","car truck",,,
"A38",40,"whats the matter","car truck",,"child","car",,,
"A38",41,"hey","car truck",,"child","child",,,
"A38",42,"whats the matter","car truck",,"child","child",,,
"A38",43,"whats the matter","car truck",,"child","child",,,
"A38",44,"hey","car truck",,"child","child",,,
"A38",45,"hey","car truck",,"child","child",,,
"A38",46,"what what what","car truck",,"child","child",,,
"A38",47,"what what what","car truck",,"child","child truck",,"truck",
"A38",48,"huh","car truck",,"child","child truck",,"truck","truck"
"A38",49,"oh","car truck",,"child","child truck",,"truck","truck"
"A38",50,"may i put him in his walker for just a second","car truck",,,"child",,,
"A38",51,"sure","car truck",,"child","child",,,
"A38",52,"sit down","car truck",,"child","child",,,
"A38",53,"come on sit","car truck",,"child","child",,,
"A38",54,"ones stuck","car truck",,"child","child",,,
"A38",55,"there it is","car truck",,"child","child",,,
"A38",56,"come on get it out there","car truck",,"child","child",,,
"A38",57,"there we go","car truck",,"child","child",,,
"A38",58,"okay","car truck",,"truck","truck",,,
"A38",59,"now","car truck",,"truck","truck",,,
"A38",60,"here","car truck",,"truck","truck",,,
"A38",61,"youre not supposed to play with that","car truck",,"truck",,,"truck",
"A38",62,"youre supposed to play with the truck","car truck","truck","truck",,"truck","truck",
"A38",63,"look at that","car truck","truck","child","truck",,"truck",
"A38",64,"yeah","car truck",,"child","truck",,"truck","truck"
"A38",65,"that works huh","car truck",,"child",,,"truck","truck"
"A38",66,"what about the car","car truck","car","car","car",,"car","truck"
"A38",67,"oooh pretty red car","car truck","car","car","car",,"car","truck"
"A38",68,"nah dont chew on that one","car truck","car","child","car",,"car","car"
"A38",69,"yeah chew on the wooden one dont chew on this one","car truck","car truck","child","car",,"truck","truck"
"A38",70,"hey","car truck",,"child","car",,,
"A38",71,"hey","car truck",,"child","car truck",,,
"A38",72,"zoom zoom zoom whats the matter","car truck",,"child","child",,,
"A38",73,"yeah oh oh","car truck",,"child",,,,
"A38",74,"no","car truck",,"child","truck",,"truck",
"A38",75,"hmmm","car truck",,"child","truck",,"truck",
"A38",76,"try again huh","car truck",,"child","truck",,"truck",
"A38",77,"you just keep trying dont you","car truck",,"child",,,,
"A38",78,"hey","car truck",,"child",,,,
"A38",79,"hey","car truck",,"child",,,,
"A38",80,"come on","car truck",,"child",,,,
"A38",81,"that was working pretty good","car truck","truck","child","child",,,
"A38",82,"that was working pretty good","car truck","truck","child","child",,,
"A38",83,"watch","car truck",,"child","truck",,"truck",
"A38",84,"look at the way that rolls yeah","car truck","truck","child","truck",,"truck",
"A38",85,"you can crash them into each other","car truck","car truck","truck","truck",,"truck","truck"
"A38",86,"oooh","car truck",,"car truck",,,"car","car truck"
"A38",87,"aaaaah","car truck",,"car","car",,"car","car"
"A38",88,"i dont want you to chew on that one","car truck","car","car","car",,"car",
"A38",89,"aaah huh","car truck",,"child","truck",,,
"A38",90,"oh","car truck",,"child",,,"mom",
"A38",91,"look","car truck",,"child","truck",,"mom",
"A38",92,"look at me with angry eyes","car truck",,"child","truck",,"mom",
"A38",93,"oh oh","car truck",,,"truck",,,
"A38",94,"what are those","dog pig","dog pig","child","car",,"dog pig",
"A38",95,"what are those huh","dog pig","dog pig","dog pig",,,"dog pig",
"A38",96,"this is like your piggly wiggly","pig","pig","child","pig",,"pig",
"A38",97,"yeah and he doesnt squeak","pig","pig","child","pig",,"pig",
"A38",98,"no squeak","pig",,"child","pig",,"pig",
"A38",99,"oh yes he does","pig","pig","child","pig",,"pig",
"A38",100,"he squeaks","pig","pig","child","pig",,"pig",
"A38",101,"thats piggly wiggly","pig","pig","child","pig",,,
"A38",102,"thats piggly wigglys mom","pig","pig","child","pig",,"pig","pig"
"A38",103,"i hope you dont mind if he chews on these things","pig","pig",,"pig",,"pig","pig"
"A38",104,"you throw them in the washing machine and theyre fixed","pig","pig","child","pig",,"pig","pig"
"A38",105,"thats piggly wigglys mom","pig","pig","child","pig",,"pig","pig"
"A38",106,"yeah","pig",,"child","pig",,"pig","pig"
"A38",107,"where is it","pig","pig","child","pig",,"pig","pig"
"A38",108,"yeah","pig",,"child","pig",,"pig","pig"
"A38",109,"aaaah brandon","pig",,"child","pig",,"pig","pig"
"A38",110,"aaaah brandon","pig",,"child","pig",,"pig","pig"
"A38",111,"im gonna get you","pig",,"child","pig",,"pig","pig"
"A38",112,"im gonna get you","pig",,"child","pig",,"pig","pig"
"A38",113,"yeah","pig",,"child","pig",,"pig",
"A38",114,"yeah","pig",,"child","pig",,"pig",
"A38",115,"yeeaa its coming to life isnt it","pig","pig","child","pig",,"pig","pig"
"A38",116,"ha ha","pig",,"child","pig",,"pig","pig"
"A38",117,"hi brandon","pig",,"child","pig",,"pig","pig"
"A38",118,"ha ha ha ha","pig",,"child","pig",,"pig","pig"
"A38",119,"hi","pig",,"child","pig",,"mom","pig"
"A38",120,"hey","pig",,"child","pig",,"pig","pig"
"A38",121,"squeak squeak","pig",,"child","pig",,"pig","pig"
"A38",122,"can you make him squeak","pig","pig","child","pig",,"pig","pig"
"A38",123,"you made him squeak","pig","pig","child","pig",,"pig","pig"
"A38",124,"yeah you did that","pig",,"child","pig",,"pig","pig"
"A38",125,"there you go","pig",,"child","pig",,"pig","pig"
"A38",126,"this is a great puppet","pig","pig","child","pig",,"pig","pig"
"A38",127,"oh oh","pig",,"child","pig",,"mom","pig"
"A38",128,"oh oh","pig",,"child","pig",,"pig","pig"
"A38",129,"oh oh","pig",,"child","pig",,"pig","pig"
"A38",130,"oh oh","pig",,"child","pig",,"mom","pig"
"A38",131,"yeah","pig",,"child","pig",,"mom","pig"
"A38",132,"ooooh","pig",,"child","dog",,"pig","pig"
"A38",133,"oooooh","pig",,"child","dog",,"dog","pig"
"A38",134,"oh boy","dog pig",,"child","dog",,"dog","dog pig"
"A38",135,"a puppy dog","dog pig","dog","child","dog",,,"dog pig"
"A38",136,"hes wagging his tail at you","dog pig","dog","child","dog",,,"dog pig"
"A38",137,"hes wagging his tail at you","dog pig","dog","child","dog",,"pig","dog pig"
"A38",138,"a ha you like the piggy dont you","dog pig","pig","child","dog pig",,"pig","pig"
"A38",139,"you like the piggy","dog pig","pig","child","dog pig",,"pig","pig"
"A38",140,"the puppy comes wail wagging his tail at you","dog pig","dog","child","dog pig",,"dog","dog pig"
"A38",141,"yeah","dog pig",,"dog","dog",,"dog","dog pig"
"A38",142,"aarf aarf aarf aarf aarf aarf aarf","dog pig",,"child","dog",,"dog","pig"
"A38",143,"aarf aarf aarf","dog pig",,"child","dog",,"dog","pig"
"A38",144,"make the piggy squeak","dog pig","pig","dog","dog",,"dog","pig"
"A38",145,"oh","dog pig",,"child","dog pig",,"dog","dog"
"A38",146,"time for the puppy dog for a minute","dog pig","dog","child","pig",,"dog","dog"
"A38",147,"you like that puppy dog","dog pig","dog","child","pig",,"mom","dog"
"A38",148,"huh","dog pig",,"child","pig",,"dog","dog"
"A38",149,"yeah","dog pig",,"child","pig",,"dog","dog"
"A38",150,"you have a little blue one about that size dontcha","dog pig","dog","child","pig",,,"dog"
"A38",151,"oh theres other things more interesting in this room","dog pig",,"child","pig",,"pig","dog"
"A38",152,"oh strong wind","dog pig",,"child","pig",,"pig","dog pig"
"A38",153,"strong wind","dog pig",,"child","pig",,,"dog pig"
"A38",154,"aaah strong wind","dog pig",,,"pig",,"pig","dog pig"
"A38",155,"thank you carla","dog pig",,,"pig",,"mom","dog pig"
"A38",156,"old house","dog pig",,"child","pig",,"mom","dog pig"
"A38",157,"yeah","dog pig",,"child","pig",,"mom","dog pig"
"A38",158,"old house","dog pig",,"child","pig",,"mom","dog pig"
"A38",159,"tshk tshk tshk tshk","dog pig",,"child","pig",,,"dog pig"
"A38",160,"hey brandon","dog pig",,"child","pig",,,"dog pig"
"A38",161,"brandon","dog pig",,"child","pig",,,"dog pig"
"A38",162,"yea","dog pig",,"child","pig",,"mom","dog pig"
"A38",163,"you like looking at the pretty girls thats what you like to do","dog pig",,"child","pig",,,"dog pig"
"A38",164,"yeah thats what you like to do is look at the pretty girls huh","dog pig",,"child","pig",,,
"A38",165,"tnt has short as short attention span theater","dog pig",,"child","dog pig",,"pig","dog"
"A38",166,"heh heh heh","dog pig",,"child","pig",,"pig","pig"
"A38",167,"heh heh heh","dog pig",,"child","pig",,"pig","pig"
"A38",168,"yeah","dog pig",,"child","pig",,"pig","pig"
"A38",169,"can you make the piggy squeak","dog pig","pig","child","pig",,"pig","pig"
"A38",170,"make him squeak","dog pig","pig","child","pig",,,"pig"
"A38",171,"hey","dog pig",,"child","pig",,,"pig"
"A38",172,"hey","dog pig",,"child","pig",,,
"A38",173,"yoohoo","dog pig",,"child","pig",,,
"A38",174,"brandon","dog pig",,"child","pig",,,
"A38",175,"im losing you","dog pig",,"child","pig",,"pig","pig"
"A38",176,"im losing you arent i","dog pig",,"child","pig",,"pig","pig"
"A38",177,"huh","dog pig",,"child","pig",,"pig","pig"
"A38",178,"pushing the puppy dog outta your way","dog pig","dog","child","pig",,"mom","pig"
"A38",179,"is that what youre doing","dog pig",,"child","pig",,"pig","pig"
"A38",180,"shake hands with the piggy","dog pig","pig","child","pig",,"mom","pig"
"A38",181,"huh","dog pig",,"child","pig",,"pig","pig"
"A38",182,"hey","dog pig",,"child","pig",,"pig","pig"
"A38",183,"what","dog pig",,"child","pig",,"mom","pig"
"A38",184,"ooooh","dog pig",,"child","pig",,"pig","pig"
"A38",185,"get your nose","dog pig",,"child","pig",,"pig","pig"
"A38",186,"get your nose","dog pig",,"child","pig",,"pig","pig"
"A38",187,"get your nose","dog pig",,"child","pig",,"pig","pig"
"A38",188,"cmon","dog pig",,"child","pig",,"pig","pig"
"A38",189,"get your nose","dog pig",,"child","pig",,"pig","pig"
