"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A8",158,"doll","doll","doll","doll","doll",,"doll","doll"
"A8",159,"yeah is that a pretty doll","doll","doll","doll","doll",,"doll","doll"
"A8",160,"is that a pretty doll huh","doll","doll","doll","doll",,"doll","doll"
"A8",161,"oh you gotta be nice be nice be nice","doll",,"doll","doll",,"doll","doll"
"A8",162,"you gonna be nice to the doll","doll","doll","doll","doll",,"doll","doll"
"A8",163,"nice to the doll","doll","doll","doll","doll",,"doll","doll"
"A8",164,"no you have to be nice","doll",,"doll","doll",,"doll","doll"
"A8",165,"there you go","doll",,"doll","doll",,"doll","doll"
"A8",166,"nice to the doll","doll","doll","doll","doll",,"doll","doll"
"A8",167,"you have to be nice","doll",,"doll","doll",,"mom","doll"
"A8",168,"what","doll",,"child",,,"brush","brush"
"A8",169,"is that a brush","brush","brush","child",,,"brush","brush"
"A8",170,"huh","brush",,"child",,,"mom","brush"
"A8",171,"is that a brush","brush","brush","child",,,"brush","brush"
"A8",172,"yeah you gonna brush your hair","brush",,"child",,,"brush","brush"
"A8",173,"you gonna try brushing your hair thats right","brush",,"child",,,,"brush"
"A8",174,"its not a great brush for brushing your hair is it","brush bus","brush","child",,,,"brush"
"A8",175,"oh and theres blankey","brush bus",,"child","child",,,"brush"
"A8",176,"erika you have your bus huh","brush bus","bus","child",,"bus",,"bus"
"A8",177,"is that your bus","brush bus","bus","child","bus",,,
"A8",178,"and theres blankey huh","brush bus",,"child","child",,,
"A8",179,"you wanna put your head down","doll",,"child","child",,"doll",
"A8",180,"is that the doll","doll","doll","child",,,"mom",
"A8",181,"did you find the doll huh","doll","doll","child",,,"doll",
"A8",182,"thats right thats the doll you want me to show you the doll","doll","doll","doll","doll",,"doll",
"A8",183,"yeah you like her eyes","doll","doll","child","doll",,,
"A8",184,"aww thats the tv thats not the doll","doll","doll",,"doll",,,
"A8",185,"thats the tv","doll",,"child","doll",,,
"A8",186,"thats the doll huh you have to be nice","doll","doll","child","doll",,"doll","doll"
"A8",187,"yeah","doll",,"child","doll",,"doll",
"A8",188,"thats right","doll",,"doll","doll",,"doll","doll"
"A8",189,"thats right and thats nice","doll",,"doll","doll",,"doll","doll"
"A8",190,"yeah","doll",,"doll","doll",,"doll","doll"
"A8",191,"look at her eyes look at her eyes","doll","doll","doll","doll",,"doll","doll"
"A8",192,"yeah heres the doll","doll","doll","child","doll",,"doll","mom"
"A8",193,"heres the doll","doll","doll","doll","doll",,"doll","doll mom"
"A8",194,"where are you going",,,"child","doll child",,,
"A8",195,"what whatd you say",,,"child","child",,,"mom"
"A8",196,"where are you going","doll",,"child","child",,,"mom"
"A8",197,"you wanna go see the doll","doll","doll","child","child",,"doll",
"A8",198,"oh huh thats a pretty doll isnt it","doll","doll","doll","doll",,"doll","doll"
"A8",199,"thats a pretty doll","doll","doll","child","doll",,"doll",
"A8",200,"yeah",,,"child","doll",,,
"A8",201,"thats a tv",,,"child","doll",,,
"A8",202,"its not on i dont know why youre uh","doll",,"child","doll",,"mom",
"A8",203,"erika",,,"child",,,,
"A8",204,"erika","doll",,"child",,,,
"A8",205,"yeah is that your shoe","doll",,"child",,,"mom",
"A8",206,"you lost your shoe","doll",,"child",,,"mom",
"A8",207,"look look at the box","doll box","box","box",,"box","mom",
"A8",208,"you wanna get the box","doll","box","child",,"box","box",
"A8",209,"can you get the box for me","doll","box","child",,"box",,
"A8",210,"no erika erika come here erika","doll",,,"child",,,
"A8",211,"erika come here","doll",,"child",,,"doll",
"A8",212,"yeah thats the doll thats right","doll","doll","child",,,"doll","doll"
"A8",213,"lets go see mommy has something to show you","doll",,,"child",,,
"A8",214,"ha can you get the box for mommy","box","box","box","child",,,
"A8",215,"can you go get the box for me","box doll","box","child",,,"box",
"A8",216,"yeah","box doll",,"child",,,"box","box"
"A8",217,"yeah there you go","box doll",,"child",,,"box","box"
"A8",218,"there you go","box doll",,"child",,,,"box"
"A8",219,"can you give that to mommy","box doll","box","child",,,"box","box"
"A8",220,"oh its too interesting to look at huh","box doll","box","child",,,"box","box"
"A8",221,"yeah its a box","box doll","box","child",,,"box","box"
"A8",222,"does that taste good","box doll","box","child",,,"box","box"
"A8",223,"oh look","box doll",,"child","box",,"box","box"
"A8",224,"whos there huh whos there","box doll",,"child","box",,"box","box"
"A8",225,"what do you see huh",,,"child",,,,
"A8",226,"googoo",,,"child",,,,
"A8",227,"what do you have what are you going to get",,,"child",,,,
"A8",228,"oh someone has cookie monster",,,"child",,,,
"A8",229,"is that cookie monster",,,"child",,,"mom",
"A8",230,"yeah cookie cookie",,,"child",,,,
"A8",231,"cookie monster",,,"child",,,,
"A8",232,"yeah cookie",,,"child",,,,
