"video","utt.num","utt","objects.present","objects.referred","mom.eyes","mom.hands","mom.point","kid.eyes","kid.hands"
"A36",115,"piggy","dog pig","pig","child","pig",,"pig",
"A36",116,"yeah","dog pig",,"pig","pig",,"dog",
"A36",117,"ashley sit down","dog pig",,,"pig",,"dog",
"A36",118,"piggy","dog pig","pig","child","pig",,"pig",
"A36",119,"thats a piggy","dog pig","pig","child","pig",,"pig",
"A36",120,"sit down","dog pig",,,,,"dog",
"A36",121,"no","dog pig",,,,,"dog",
"A36",122,"thank you ashley well talk later","dog pig",,,"dog pig",,"dog",
"A36",123,"lets take the doggie","dog pig","dog","child","dog pig",,"dog",
"A36",124,"which one do you like the best","dog pig",,"child","dog pig",,"dog",
"A36",125,"i think so too","dog pig",,"child","child",,,
"A36",126,"is that the doggie","dog pig","dog","child","child dog",,"dog",
"A36",127,"yeah","dog pig",,"child","child dog",,"dog","dog"
"A36",128,"oh you like doggies","dog pig","dog","child","child dog",,"dog","dog"
"A36",129,"aye aye","dog pig",,"child","child dog",,"dog","dog"
"A36",130,"aye aye doggie","dog pig","dog","child","child dog",,"dog",
"A36",131,"yeah","dog pig",,"dog","child dog",,"dog",
"A36",132,"is this a piggie","dog pig","pig","pig","child",,,
"A36",133,"can you see the piggie","dog pig","pig","pig","child pig",,"pig",
"A36",134,"piggie","dog pig","pig","child","child pig",,"pig",
"A36",135,"its even a puppet isnt it","dog pig","pig","pig","child pig",,,
"A36",136,"hi megan","dog pig",,"child","child pig",,"pig",
"A36",137,"hi megan","dog pig",,"pig","child pig",,"pig",
"A36",138,"hi","dog pig",,"child","child pig",,"pig",
"A36",139,"boo","dog pig",,"child","child pig",,"pig",
"A36",140,"hiyah","dog pig",,"pig","child pig",,"pig",
"A36",141,"how are you","dog pig",,"child","child pig",,"pig",
"A36",142,"oink oink oink oink oink","dog pig",,"child","child pig",,"pig",
"A36",143,"yeah","dog pig",,"child","child pig",,"pig","pig"
"A36",144,"hi megan","dog pig",,"child","child pig",,,"pig"
"A36",145,"hi","dog pig",,"child","child pig",,"pig",
"A36",146,"megan wheres the doggie","dog pig","dog","child","child pig",,"pig",
"A36",147,"wheres the doggie","dog pig","dog","child","child pig",,"pig",
"A36",148,"wheres the doggie","dog pig","dog","pig","child pig",,"pig",
"A36",149,"woo","dog pig",,"pig","child pig",,"dog",
"A36",150,"what was that","dog pig",,"pig","child pig",,"pig",
"A36",151,"he squeaks","dog pig","pig","pig","child pig",,"pig",
"A36",152,"yeah","dog pig",,"child","child pig",,,"pig"
"A36",153,"heres the doggie","dog pig","dog","dog","child dog",,"dog",
"A36",154,"doggie","dog pig","dog","child","child dog",,"dog","dog"
"A36",155,"do you like the doggie","dog pig","dog","child","child",,"dog","dog"
"A36",156,"do you like that doggie","dog pig","dog","child","child",,"dog","dog"
"A36",157,"woof woof woof woof woof","dog pig",,"child","child dog",,"dog",
"A36",158,"woof woof woof","dog pig",,"child","child dog",,"dog",
"A36",159,"boo","dog pig",,"child","child dog",,"dog",
"A36",160,"boo","dog pig",,"child","child dog",,"dog",
"A36",161,"yeah","dog pig",,"dog","child dog",,"dog",
"A36",162,"woof woof woof woof","dog pig",,"dog","child dog",,"dog",
"A36",163,"ah lah boo","dog pig",,"child","child dog",,"dog",
"A36",164,"ah lah boo","dog pig",,"child","child dog",,"dog",
"A36",165,"ah lah boo","dog pig",,"child","child dog",,"dog",
"A36",166,"tsh tsh tsh tsh tsh","dog pig",,"child","child dog",,"dog",
"A36",167,"woof woof woof","dog pig",,"child","child dog",,,
"A36",168,"megan","dog pig",,"child","child dog",,"dog",
"A36",169,"ah lah boo","dog pig",,"child","child dog",,"dog",
"A36",170,"you like doggies huh","dog pig","dog","child","child dog",,"dog",
"A36",171,"lets put you down here and lets see which one you like","dog pig",,"child","child",,,
"A36",172,"which one you like yeah","dog pig",,"child","child",,"pig",
"A36",173,"can you get it",,"dog","child","child",,,
"A36",174,"can you get the doggie",,"dog","child","child",,,
"A36",175,"here you go","dog pig",,"child","child",,"dog",
"A36",176,"thats a doggie","dog pig","dog","child","child dog",,"dog",
"A36",177,"thats a doggie","dog pig","dog","child","child dog",,"dog",
"A36",178,"doggie","dog pig","dog","child","child dog",,"dog",
"A36",179,"yeah","dog pig",,"child","child",,"dog","dog"
"A36",180,"woof woof","dog pig",,"child","child",,"mom",
"A36",181,"woof woof","dog pig",,"child","child",,"mom",
"A36",182,"woof woof woof woof woof","dog pig",,"dog","child dog",,"dog",
"A36",183,"woof woof","dog pig",,"child","child dog",,"dog",
"A36",184,"boo","dog pig",,"child","child dog",,"dog",
"A36",185,"yeah","dog pig",,"child","child dog",,"dog",
"A36",186,"yeah","dog pig",,"child","child dog",,"dog",
"A36",187,"thats a nice doggie","dog pig","dog","child","child dog",,"dog","dog"
"A36",188,"yeah you got some fuzz there","dog pig",,"child","child",,"dog",
"A36",189,"lets see if we can find his squeaker huh","dog pig","pig","pig","child pig",,"pig",
"A36",190,"oh","dog pig",,"pig","child pig",,"pig",
"A36",191,"piggie","dog pig","pig","child","child pig",,"pig",
"A36",192,"piggie","dog pig","pig","child","child pig",,"pig",
"A36",193,"boo","dog pig",,"child","child pig",,"pig",
"A36",194,"piggie","dog pig","pig","pig","child pig",,"pig","pig"
"A36",195,"yeah","dog pig",,"child","child pig",,"pig","pig"
"A36",196,"yeah piggie","dog pig","pig","pig","child pig",,"pig",
"A36",197,"there we go","dog pig",,"pig","child pig",,"pig",
"A36",198,"yeah","dog pig",,"child","child pig",,"pig",
"A36",199,"well get you piggie too huh","dog pig","pig","child","child pig",,,"pig"
"A36",200,"who is that","dog pig",,"child","child",,,"pig"
"A36",201,"you like the doggie","dog pig","dog","dog","child dog",,"dog","dog pig"
"A36",202,"doggie","dog pig","dog","dog","child dog",,,"dog pig"
"A36",203,"poo poo poo poo poop","dog pig",,"dog","child dog",,,"pig"
"A36",204,"megan","dog pig",,"dog","child dog",,,"pig"
"A36",205,"tst tst tst","dog pig",,"child","child dog",,,"pig"
"A36",206,"woof woof","dog pig",,"child","child dog",,,"pig"
"A36",207,"who is that","dog pig",,,"child dog",,"dog","pig"
"A36",208,"poo poo poo poo poo","dog pig",,"child","child dog",,"dog","pig"
"A36",209,"a poo poo poo poo poo","dog pig",,"child","child dog",,"dog","pig"
"A36",210,"a poo poo po poo poo poo poo","dog pig",,"child","child dog",,"dog","pig"
"A36",211,"boo","dog pig",,"child","child dog",,"dog","dog pig"
"A36",212,"boo","dog pig",,"child","child dog",,"dog","dog pig"
"A36",213,"aye aye","dog pig",,"child","child dog",,"dog","pig"
"A36",214,"aye aye","dog pig",,"child","child dog",,"dog","pig"
"A36",215,"yeah","dog pig",,"dog","child dog",,,"pig"
"A36",216,"done playing","dog pig",,"pig","child pig",,,
"A36",217,"what is that huh","dog pig",,"child","child",,,
"A36",218,"what is that","dog pig",,"child","child",,,
"A36",219,"what is that","dog pig",,"child","child",,,
"A36",220,"oh","dog pig",,"child","child",,,
"A36",221,"are you tuning up a little bit","dog pig",,"dog","child",,,
"A36",222,"tuning up for a song","dog pig",,"child","child dog",,,
"A36",223,"yeah","dog pig",,"child","child dog",,"dog",
"A36",224,"does that taste good","dog pig","dog","child","child",,,"dog"
"A36",225,"does that taste good","dog pig","dog","child","child",,,"dog"
"A36",226,"yeah","dog pig",,"child","child",,,
"A36",227,"is this a piggie","dog pig","pig","child","pig",,,
"A36",228,"oh oh","dog pig",,"child","pig",,,
"A36",229,"boop","dog pig",,"child","pig",,"pig",
"A36",230,"boop boop boop boop boop","dog pig",,"child","pig",,"pig",
"A36",231,"yeah","dog pig",,"child",,,"pig","pig"
"A36",232,"boop","dog pig",,"child",,,"pig","pig"
